,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
8432,DS31990,Oregon,5093.479191,No,Basic,High School or Below,12/1/2011,Unemployed,M,0,Rural,Married,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150.878447,Two-Door Car,Large
7577,IZ13533,Arizona,7912.132168,No,Premium,Bachelor,11/2/2011,Unemployed,M,0,Suburban,Single,114,26,34,0,7,Personal Auto,Personal L3,Offer1,Branch,820.8,Two-Door Car,Large
8738,YM24620,California,4505.842815,No,Basic,Master,4/1/2011,Employed,M,24790,Suburban,Married,113,4,39,0,1,Personal Auto,Personal L2,Offer3,Agent,767.242337,SUV,Small
2925,OB73235,California,2404.459452,No,Basic,College,11/2/2011,Employed,M,45949,Rural,Single,62,0,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,110.556062,Two-Door Car,Medsize
7261,UO44449,Washington,4911.115538,No,Basic,College,1/26/11,Employed,F,33700,Urban,Married,62,26,72,0,3,Corporate Auto,Corporate L3,Offer1,Agent,274.114843,Four-Door Car,Medsize
1955,BY88757,California,5182.462266,No,Extended,Master,3/2/2011,Unemployed,M,0,Suburban,Married,135,2,41,1,1,Personal Auto,Personal L3,Offer1,Call Center,939.528475,SUV,Large
2376,QO59138,Arizona,2590.214327,No,Basic,High School or Below,1/24/11,Disabled,M,18746,Suburban,Married,68,21,93,0,1,Personal Auto,Personal L2,Offer2,Branch,326.4,Four-Door Car,Large
8344,UC35517,Oregon,18532.40504,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,70,1,30,0,2,Corporate Auto,Corporate L3,Offer4,Branch,504.0,Four-Door Car,Small
4099,WM72573,California,14710.43268,No,Extended,College,2/20/11,Disabled,M,22872,Suburban,Married,131,14,18,2,2,Personal Auto,Personal L2,Offer3,Web,754.845659,SUV,Small
4080,WS36101,Oregon,2348.028868,No,Basic,High School or Below,1/19/11,Unemployed,M,0,Suburban,Married,63,21,61,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,Medsize
1367,TA75663,California,8024.992989,No,Basic,Master,12/2/2011,Employed,F,38702,Rural,Married,101,7,32,3,3,Personal Auto,Personal L3,Offer1,Web,253.364333,SUV,Large
3153,XF94149,California,4087.512572,No,Basic,College,2/15/11,Employed,M,24123,Suburban,Married,104,7,61,0,1,Personal Auto,Personal L3,Offer4,Branch,748.8,SUV,Medsize
2715,JP28293,California,6696.903521,No,Extended,Doctor,9/1/2011,Employed,F,57240,Rural,Married,83,18,79,0,7,Corporate Auto,Corporate L3,Offer2,Call Center,83.652384,Four-Door Car,Medsize
9024,JU47573,California,2290.681171,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Suburban,Single,64,30,85,0,1,Personal Auto,Personal L3,Offer1,Branch,482.778155,Four-Door Car,Large
2687,CA79988,Oregon,2552.913868,No,Basic,College,6/2/2011,Employed,M,33124,Rural,Single,67,35,7,0,1,Personal Auto,Personal L1,Offer1,Call Center,80.119997,Four-Door Car,Large
9097,SR41132,California,30104.51969,No,Extended,High School or Below,11/2/2011,Unemployed,F,0,Suburban,Single,94,15,7,0,2,Corporate Auto,Corporate L3,Offer4,Branch,848.737364,Two-Door Car,Small
862,NL59519,California,11565.68747,No,Extended,College,2/14/11,Employed,F,64642,Urban,Married,96,3,79,0,2,Personal Auto,Personal L2,Offer3,Branch,404.265696,Four-Door Car,Large
6159,VB53090,California,8013.608606,No,Basic,Master,3/1/2011,Employed,M,43196,Rural,Married,66,34,71,0,2,Personal Auto,Personal L3,Offer4,Agent,1.48947,Four-Door Car,Medsize
4262,TL40288,Oregon,13352.56134,No,Premium,College,7/2/2011,Unemployed,F,0,Suburban,Married,119,18,65,0,2,Personal Auto,Personal L2,Offer1,Agent,729.595208,Four-Door Car,Medsize
8554,NE70589,California,13220.80421,No,Basic,College,1/20/11,Disabled,M,29504,Suburban,Married,117,24,90,0,2,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medsize
6704,OV64984,Arizona,4881.394894,No,Basic,Bachelor,9/2/2011,Employed,M,90892,Rural,Married,61,1,31,0,6,Personal Auto,Personal L2,Offer2,Branch,102.322529,Two-Door Car,Medsize
8608,YS74016,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large
911,QA85890,Arizona,5849.321498,No,Extended,High School or Below,1/14/11,Unemployed,F,0,Suburban,Single,83,2,47,0,4,Corporate Auto,Corporate L2,Offer3,Agent,540.514115,Four-Door Car,Medsize
3058,VN37592,Arizona,2860.864563,No,Basic,High School or Below,7/2/2011,Employed,M,50332,Suburban,Married,72,2,11,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
1544,ED29955,California,5284.041003,No,Basic,Bachelor,1/15/11,Employed,M,61542,Suburban,Married,67,33,83,0,6,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
2237,HY76810,Oregon,6282.317743,No,Premium,Bachelor,1/30/11,Unemployed,F,0,Rural,Married,172,23,6,0,1,Corporate Auto,Corporate L3,Offer2,Branch,141.460349,SUV,Small
1563,QN15356,Arizona,7539.600588,No,Basic,College,12/2/2011,Unemployed,M,0,Suburban,Single,74,23,64,0,2,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Large
6893,DA73502,Oregon,2619.337376,Yes,Basic,Bachelor,5/2/2011,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize
1248,VG56765,Arizona,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize
763,OX72195,Arizona,2163.870179,No,Basic,College,7/2/2011,Unemployed,M,0,Suburban,Single,63,0,75,0,1,Corporate Auto,Corporate L3,Offer2,Branch,302.4,Two-Door Car,Medsize
3881,KC14861,Oregon,14886.70602,No,Basic,High School or Below,11/2/2011,Employed,M,91193,Rural,Married,185,15,75,1,6,Personal Auto,Personal L1,Offer1,Web,1.587888,Luxury SUV,Medsize
2452,ZW10467,Arizona,16107.19004,No,Basic,High School or Below,1/16/11,Employed,F,63288,Urban,Married,199,12,92,0,5,Personal Auto,Personal L1,Offer1,Web,558.433218,Luxury Car,Medsize
1366,TJ30354,Oregon,5285.307579,No,Basic,Bachelor,1/22/11,Employed,F,22627,Suburban,Married,67,19,43,0,8,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize
5376,MO21402,Oregon,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize
6915,IW87075,Arizona,7280.300642,No,Basic,Bachelor,5/2/2011,Employed,M,32627,Rural,Single,67,14,53,4,2,Personal Auto,Personal L3,Offer1,Call Center,54.628741,Four-Door Car,Medsize
2702,PX71218,Arizona,6810.52531,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Married,65,7,47,0,2,Personal Auto,Personal L3,Offer4,Branch,733.522405,Four-Door Car,Large
8455,ZM45168,Oregon,2398.354197,No,Basic,College,2/14/11,Disabled,M,14321,Suburban,Single,65,20,72,0,1,Personal Auto,Personal L2,Offer1,Branch,423.823547,Four-Door Car,Medsize
8271,OR28030,California,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,525.6,Two-Door Car,Small
6826,IW21434,Oregon,2570.433324,No,Basic,Bachelor,12/2/2011,Employed,F,44940,Urban,Single,65,1,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,284.492531,Four-Door Car,Medsize
3216,JJ66819,Oregon,2989.963139,No,Basic,Bachelor,2/21/11,Employed,F,79867,Rural,Divorced,74,25,76,1,1,Personal Auto,Personal L2,Offer1,Branch,78.172321,Four-Door Car,Small
5698,HQ87008,California,2627.610202,No,Basic,Bachelor,2/1/2011,Employed,F,94962,Suburban,Married,67,10,48,4,1,Personal Auto,Personal L2,Offer2,Agent,321.6,Two-Door Car,Large
6096,AY26056,Arizona,7948.567913,No,Basic,College,1/16/11,Employed,F,63892,Rural,Married,66,2,80,0,2,Personal Auto,Personal L3,Offer1,Agent,90.712257,Four-Door Car,Medsize
6112,YV88022,Washington,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L2,Offer2,Agent,599.000883,Two-Door Car,Medsize
8231,OJ64812,Washington,9585.501257,No,Extended,Bachelor,2/25/11,Employed,M,26432,Suburban,Single,88,19,89,3,2,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,Medsize
354,UV54502,Washington,2537.744494,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Married,69,9,89,0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Four-Door Car,Large
4259,QF66202,Nevada,2531.73969,No,Basic,College,2/19/11,Employed,M,31993,Rural,Divorced,66,14,4,1,1,Personal Auto,Personal L3,Offer1,Branch,39.627399,Four-Door Car,Medsize
8493,QT27514,California,5318.89664,Yes,Basic,Bachelor,12/1/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
6681,HQ76003,Nevada,12383.5306,No,Basic,High School or Below,4/1/2011,Employed,F,40602,Urban,Single,105,14,84,0,2,Personal Auto,Personal L3,Offer2,Branch,459.895876,Sports Car,Medsize
2470,UF73578,California,5838.89915,Yes,Basic,High School or Below,6/1/2011,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large
6523,VH51235,Arizona,3097.915845,No,Extended,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,89,16,59,0,1,Personal Auto,Personal L2,Offer3,Web,427.2,Four-Door Car,Medsize
1569,XE66367,Oregon,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Special Auto,Special L2,Offer1,Agent,185.355353,Four-Door Car,Medsize
662,DP46882,California,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.278557,Four-Door Car,Large
6215,JC16991,Arizona,7423.899674,No,Basic,Master,12/2/2011,Employed,F,36639,Suburban,Divorced,62,16,34,0,2,Personal Auto,Personal L2,Offer1,Call Center,297.6,Four-Door Car,Small
2995,RL34830,California,7644.763153,No,Extended,College,1/31/11,Employed,M,43838,Suburban,Married,97,11,37,0,7,Corporate Auto,Corporate L2,Offer2,Web,465.6,Four-Door Car,Medsize
1270,AC75391,Arizona,5768.091295,No,Basic,College,1/1/2011,Employed,F,35091,Suburban,Divorced,74,27,19,0,9,Corporate Auto,Corporate L1,Offer1,Branch,418.927204,Two-Door Car,Medsize
8934,VV57998,California,2556.674379,No,Basic,Bachelor,2/1/2011,Unemployed,M,0,Suburban,Single,71,17,22,0,1,Corporate Auto,Corporate L2,Offer1,Agent,340.8,Four-Door Car,Medsize
3511,GA98025,Arizona,12875.59874,No,Basic,Bachelor,4/2/2011,Retired,M,26121,Suburban,Single,119,12,51,0,2,Personal Auto,Personal L2,Offer1,Call Center,754.115474,SUV,Medsize
8739,UG49494,California,5765.502751,No,Basic,High School or Below,1/13/11,Employed,F,57846,Suburban,Single,73,7,42,1,3,Personal Auto,Personal L1,Offer1,Agent,481.014309,Four-Door Car,Medsize
3181,MV89967,Oregon,23142.1509,No,Premium,College,8/1/2011,Unemployed,F,0,Suburban,Single,105,16,16,0,2,Personal Auto,Personal L2,Offer1,Agent,564.947278,Four-Door Car,Medsize
873,FF22360,Washington,2687.314108,No,Basic,Doctor,1/30/11,Employed,F,82210,Rural,Married,68,33,46,4,1,Personal Auto,Personal L2,Offer3,Call Center,51.961915,Four-Door Car,Medsize
5106,QG67362,California,27287.50099,No,Basic,Bachelor,10/2/2011,Unemployed,F,0,Suburban,Single,116,12,76,1,2,Personal Auto,Personal L3,Offer1,Agent,835.2,SUV,Small
5569,GD89605,Oregon,5384.532684,No,Basic,Master,12/2/2011,Employed,F,59364,Suburban,Married,67,25,56,0,5,Corporate Auto,Corporate L1,Offer4,Agent,321.6,Four-Door Car,Small
56,AP67935,California,7619.5158,No,Basic,College,2/13/11,Employed,M,64749,Urban,Married,64,24,59,0,2,Special Auto,Special L2,Offer2,Branch,302.56519,Four-Door Car,Medsize
3240,FW92569,Arizona,13270.9446,No,Basic,College,1/24/11,Employed,M,28727,Urban,Married,113,7,42,0,2,Corporate Auto,Corporate L1,Offer4,Branch,350.877502,SUV,Medsize
3180,DP63956,Arizona,6791.215414,No,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Single,101,19,11,1,8,Corporate Auto,Corporate L2,Offer1,Agent,727.2,SUV,Large
923,SW19699,Arizona,2755.747968,No,Basic,Bachelor,7/1/2011,Employed,F,49648,Rural,Divorced,70,0,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,65.954813,Four-Door Car,Medsize
3108,WC77067,Nevada,7821.945982,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,114,27,39,0,4,Corporate Auto,Corporate L3,Offer1,Agent,914.31553,SUV,Small
1180,KI18648,Arizona,8084.846371,No,Basic,Bachelor,1/25/11,Employed,F,60662,Suburban,Divorced,68,10,38,0,2,Special Auto,Special L1,Offer2,Web,326.4,Two-Door Car,Medsize
7212,UX18122,Washington,3690.698916,No,Extended,Bachelor,1/17/11,Employed,F,59016,Suburban,Married,92,3,65,0,1,Corporate Auto,Corporate L1,Offer2,Web,441.6,Four-Door Car,Medsize
3480,PY42157,Washington,2472.253893,No,Basic,High School or Below,1/27/11,Employed,F,62006,Suburban,Married,61,31,96,0,1,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Large
1771,PV77906,Arizona,4804.514274,No,Basic,Bachelor,1/22/11,Disabled,M,23604,Suburban,Married,64,4,86,0,8,Corporate Auto,Corporate L2,Offer1,Web,460.8,Two-Door Car,Medsize
1151,MF53477,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L1,Offer1,Agent,694.598288,SUV,Medsize
1186,YN10988,California,6314.596813,No,Extended,High School or Below,2/1/2011,Unemployed,M,0,Suburban,Married,87,15,46,0,6,Personal Auto,Personal L2,Offer2,Web,417.6,Four-Door Car,Medsize
8761,FY77803,California,10129.50677,No,Basic,High School or Below,11/1/2011,Unemployed,F,0,Suburban,Married,68,34,31,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize
6227,HP68848,Arizona,9165.721087,No,Premium,High School or Below,1/23/11,Employed,F,53792,Suburban,Married,115,1,8,1,8,Corporate Auto,Corporate L3,Offer1,Call Center,552.0,Four-Door Car,Small
5654,SK65854,Nevada,5728.581037,No,Basic,College,1/30/11,Employed,F,29730,Suburban,Married,72,1,76,0,3,Personal Auto,Personal L1,Offer3,Branch,463.21435,Four-Door Car,Medsize
8073,BG42047,Nevada,2511.944048,No,Basic,College,1/15/11,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Large
1833,ZS32263,California,3788.649817,No,Extended,High School or Below,2/22/11,Employed,F,48887,Suburban,Divorced,95,26,25,0,1,Personal Auto,Personal L1,Offer2,Agent,456.0,Four-Door Car,Medsize
8414,PG14554,Arizona,32777.30467,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Married,115,3,22,0,2,Personal Auto,Personal L2,Offer1,Call Center,552.0,SUV,Small
897,DX31066,Washington,2667.270014,No,Basic,College,10/2/2011,Employed,F,94041,Rural,Married,66,14,11,0,1,Personal Auto,Personal L3,Offer3,Agent,159.756733,Four-Door Car,Medsize
4497,IY77611,Arizona,26223.81193,No,Basic,High School or Below,7/1/2011,Unemployed,M,0,Suburban,Single,115,22,15,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,828.0,SUV,Medsize
1490,DQ45854,Oregon,16172.94049,No,Basic,College,1/30/11,Employed,F,64388,Rural,Single,68,9,46,0,2,Personal Auto,Personal L3,Offer2,Branch,12.394834,Four-Door Car,Medsize
6668,EV14479,California,7163.796624,No,Extended,Bachelor,3/2/2011,Employed,M,44527,Urban,Married,94,20,91,2,5,Personal Auto,Personal L3,Offer1,Call Center,286.960016,Four-Door Car,Large
7078,ZW79814,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize
4556,TP96247,Oregon,4099.659085,No,Basic,High School or Below,9/2/2011,Medical Leave,F,18606,Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Offer3,Agent,568.844905,SUV,Medsize
7788,BL54814,Arizona,4871.15057,No,Basic,College,1/21/11,Employed,M,72648,Rural,Married,61,0,78,0,5,Personal Auto,Personal L2,Offer3,Agent,120.850664,Four-Door Car,Large
2821,IJ21010,Arizona,5015.009472,Yes,Extended,Bachelor,3/2/2011,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,Medsize
7744,ZL30083,Oregon,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize
4289,FN67085,California,2487.358049,No,Basic,College,8/1/2011,Employed,M,22331,Rural,Divorced,64,11,12,0,1,Corporate Auto,Corporate L3,Offer2,Web,61.20919,Four-Door Car,Medsize
675,HN95240,Arizona,4984.095342,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,70,25,48,0,9,Corporate Auto,Corporate L1,Offer1,Agent,336.0,Four-Door Car,Small
7049,EU78163,California,4792.509792,No,Basic,College,2/16/11,Disabled,F,20181,Suburban,Married,66,8,66,2,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize
1667,TP61305,California,6062.441614,No,Extended,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,84,1,94,0,5,Personal Auto,Personal L3,Offer1,Web,604.8,Four-Door Car,Medsize
3938,HL84679,Oregon,3382.223536,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Married,91,13,77,0,1,Personal Auto,Personal L3,Offer3,Call Center,436.8,Four-Door Car,Medsize
6930,FL96333,Nevada,6243.089247,No,Extended,College,7/1/2011,Employed,M,73945,Urban,Married,78,21,76,0,8,Personal Auto,Personal L3,Offer2,Web,330.872532,Two-Door Car,Medsize
7093,LL56632,Oregon,8679.79601,No,Basic,High School or Below,2/25/11,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize
2662,SF46129,California,8986.610653,No,Premium,High School or Below,1/26/11,Employed,M,66267,Suburban,Married,111,23,95,0,3,Personal Auto,Personal L2,Offer3,Web,1093.708851,Four-Door Car,Small
7187,UI24036,Washington,15374.18296,No,Extended,Bachelor,2/19/11,Employed,F,42570,Urban,Married,128,5,52,0,2,Personal Auto,Personal L2,Offer2,Agent,587.409205,SUV,Large
382,LL45497,Washington,2487.729726,No,Basic,College,2/2/2011,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize
7163,LJ21457,California,2879.505701,No,Basic,College,1/28/11,Employed,M,42247,Suburban,Divorced,74,4,52,0,1,Personal Auto,Personal L3,Offer3,Web,355.2,Two-Door Car,Small
6468,GM88979,Oregon,4746.759537,No,Premium,College,2/1/2011,Employed,F,54050,Suburban,Married,119,5,15,0,1,Personal Auto,Personal L2,Offer3,Call Center,571.2,Two-Door Car,Large
4336,AX10148,California,2409.368488,No,Basic,Bachelor,1/2/2011,Unemployed,F,0,Suburban,Married,66,3,97,0,1,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize
8949,JS10224,California,18321.24471,No,Basic,College,2/16/11,Employed,F,76726,Rural,Married,65,27,26,0,2,Personal Auto,Personal L2,Offer2,Branch,10.36741,Four-Door Car,Medsize
6873,DU68331,Oregon,7316.650059,No,Basic,College,2/1/2011,Employed,F,30493,Rural,Married,62,15,56,1,2,Personal Auto,Personal L3,Offer1,Branch,108.09413,Two-Door Car,Medsize
3980,WM17695,Washington,16553.23422,No,Extended,Doctor,2/25/11,Employed,F,98912,Suburban,Married,135,18,92,0,2,Personal Auto,Personal L3,Offer1,Agent,714.831947,SUV,Large
454,MZ82036,Nevada,4889.25278,No,Basic,College,2/20/11,Employed,M,42536,Suburban,Divorced,63,30,57,0,6,Personal Auto,Personal L1,Offer2,Branch,375.330097,Four-Door Car,Medsize
3595,EX13440,Oregon,29589.94128,No,Basic,High School or Below,6/1/2011,Unemployed,M,0,Suburban,Single,108,29,74,0,2,Corporate Auto,Corporate L1,Offer3,Branch,777.6,SUV,Medsize
2610,DP33625,Arizona,8092.87696,Yes,Basic,College,5/2/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L1,Offer1,Agent,369.614729,SUV,Medsize
4913,SG62327,Nevada,8111.651948,No,Basic,High School or Below,2/21/11,Employed,M,30622,Suburban,Married,68,22,86,0,2,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small
8420,LE28486,Oregon,3996.772165,No,Basic,College,5/2/2011,Employed,F,46210,Rural,Married,100,2,44,0,1,Personal Auto,Personal L3,Offer1,Agent,46.315771,SUV,Medsize
6857,IJ74908,Nevada,13115.40751,No,Premium,Bachelor,4/2/2011,Employed,M,20705,Rural,Divorced,171,8,12,1,3,Personal Auto,Personal L3,Offer1,Call Center,237.264543,SUV,Medsize
793,TN36521,Arizona,24980.22553,No,Basic,College,2/24/11,Employed,F,88440,Rural,Single,70,19,30,0,2,Personal Auto,Personal L3,Offer4,Branch,27.145151,Two-Door Car,Medsize
1225,FF61670,California,18131.18874,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,82,29,23,1,2,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Large
68,GW33762,Oregon,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large
8902,HS97983,California,30647.63125,No,Premium,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,105,8,29,0,2,Personal Auto,Personal L2,Offer1,Agent,1212.054819,Four-Door Car,Small
7800,BA51898,Arizona,4521.190551,No,Basic,Bachelor,1/17/11,Employed,M,39426,Urban,Married,114,33,12,0,1,Special Auto,Special L3,Offer3,Branch,412.884282,SUV,Medsize
3095,MT41386,Washington,2875.43239,No,Basic,Bachelor,2/2/2011,Employed,M,84768,Rural,Married,72,6,31,0,1,Personal Auto,Personal L3,Offer4,Agent,110.484661,Two-Door Car,Medsize
7127,BS91742,Washington,18370.57004,No,Extended,College,1/23/11,Employed,M,49659,Suburban,Divorced,234,31,15,0,9,Personal Auto,Personal L3,Offer3,Web,1684.8,Luxury Car,Large
